e69de29bb2d1      0B .nojekyll
09df79793d4a    584B tests/all_sets_nightly_model_vs_obs.py
7622fd06fb9d    584B conda/meta.yaml
f690e7a985ed    584B acme_diags/plotset5/set5basicparameter.pyc
bfb1e2f8d329    585B build/lib/acme_diags/parser/__init__.py
fc1aa9e42387    585B tests/all_sets_nightly_model_vs_obs.py
140911aca496    586B tests/system/model_ts_vs_obs_ts.py
d97c458f04ab    586B tests/system/model_ts_vs_obs_ts.py
8b6e41262e09    587B conda/meta.yaml
835cd8279673    588B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SST-SON-global.json
d699c23f790d    590B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-T-200-JJA-global.json
da01d93626cd    590B acme_diags/set5_demo.json
f8be56f20267    592B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-T-850-ANN-global.json
4dd2639be5ac    593B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-T-200-MAM-global.json
5fe5c8c8509b    593B conda/meta-nox.yaml
b5e7db4846ec    593B conda/conda_upload.sh
c52622c93d03    593B acme_diags/plotset5/set5_diags_GPCP.json
0eac115f7df3    594B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-T-850-DJF-global.json
84438b79fd51    594B tests/system/model_ts_vs_obs_ts.py
9fa8af80a6a8    594B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-T-850-SON-global.json
abcc581e2a1a    594B acme_diags/plotset5/set5basicparameter.py
d3cf2f2f851f    594B acme_diags/plotset5/set5basicparameter.py
fbb846551794    594B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FSNTOA-SON-global.json
73cf2bf3cd76    595B conda/0001-one-more-change-on-version-before-releasing.patch
4f9dcf890275    596B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-T-200-DJF-global.json
61eef77dfa01    596B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FLNS-SON-global.json
849ee0ef9180    596B tests/system/all_sets_results/lat_lon/ERA-Interim/ERA-Interim-T-850-ANN-global.json
b3f432b0cd1b    596B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-PSL-SON-global.json
52855f8c4fd7    598B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FSNS-MAM-global.json
9b64b136f93e    598B conda/meta-nox.yaml
b3ac37785842    598B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SST-JJA-global.json
bf33d3efb1f1    598B conda/meta.yaml
c321cb1694f6    598B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-PSL-DJF-global.json
da9b8d2a75a2    598B conda/meta-release.yaml
792ebfa16e5e    599B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-U-200-MAM-global.json
ee1af0427fcf    599B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FLUT-DJF-global.json
41568f183943    600B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FLNS-JJA-global.json
451f31663a1a    600B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FSNS-ANN-global.json
64259f767915    600B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-U-850-JJA-global.json
6abfca329d69    600B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-TREFHT-ANN-land.json
73df835f2098    600B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-T-200-SON-global.json
8878a9db3d12    600B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-T-850-MAM-global.json
8da4170b0e5c    600B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SST-ANN-global.json
86b7d8899a84    601B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-TREFHT-DJF-land.json
a2a1110679cc    601B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FLNS-ANN-global.json
b115ac6fea71    601B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FLUT-JJA-global.json
b55319d83145    601B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SST-MAM-global.json
bbeda3bab8ae    601B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FSNTOA-ANN-global.json
bd4207d1c7ea    601B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-T-200-ANN-global.json
d76a1d61f33f    601B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FLNS-MAM-global.json
dfc3d4e7d300    601B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SST-DJF-global.json
ec945ec917c3    601B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-TREFHT-ANN-global.json
160a17a5fdb9    602B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FLUT-ANN-global.json
47e411525159    602B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-PSL-MAM-global.json
b93e2ad2f4d6    602B acme_diags/test_meridional_mean_2d.pyc
bcf785553885    602B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SHFLX-DJF-global.json
f254ad227118    602B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-PSL-JJA-global.json
8625a4be6818    603B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-PSL-ANN-global.json
911a3c598680    603B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FLUT-SON-global.json
9729641f2155    603B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-Z3-500-SON-global.json
b5567ef731e6    603B conda/meta-nox.yaml
c0b7b7f41eac    603B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FLNS-DJF-global.json
e8db03555ea0    603B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FSNTOA-MAM-global.json
2518c64f9a22    604B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-Z3-500-MAM-global.json
85aea64aaa26    604B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-RESTOM-SON-global.json
8ce5260df33b    604B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SHFLX-MAM-global.json
97c731d2d759    604B acme_diags/mydiags_newobs.pyc
b57737c8d516    604B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FSNS-SON-global.json
bf8d754083cc    604B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-U-200-DJF-global.json
ddec7b4c2943    604B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-RESTOM-MAM-global.json
e8b74f381431    604B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-TREFHT-JJA-global.json
ec29a586169b    604B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-TREFHT-MAM-land.json
0c199b2971a2    605B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-NETCF-MAM-global.json
1016b9e0a98f    605B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-TREFHT-SON-land.json
3685b7485ef2    605B conda/meta-release.yaml
464ed8b0abd3    605B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SHFLX-SON-global.json
6696c1e65f91    605B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-TREFHT-SON-global.json
76ef1382654f    605B conda/meta-release.yaml
870d7a009e57    605B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-NETCF-DJF-global.json
8b7c1adbdd4d    605B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-U-200-SON-global.json
aad3e113891d    605B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SHFLX-JJA-global.json
ad0a32b9c5f8    605B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-RESTOM-DJF-global.json
c340003aadc4    605B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SHFLX-ANN-global.json
cecb5b8908b5    605B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-LWCF-DJF-global.json
e8e13edd8a15    605B docs/examples/model-to-model/mydiags.json
366e1f838f75    606B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-U-850-SON-global.json
4340d871338f    606B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-TREFHT-MAM-global.json
80f1802f9a15    606B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-TREFHT-JJA-land.json
e3fa04c1d841    606B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-LWCF-JJA-global.json
11fe388d71d1    607B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-Z3-500-DJF-global.json
44e6db744e71    607B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-U-850-DJF-global.json
468fcc774d2c    607B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-U-850-ANN-global.json
9b5bf5899ca1    607B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-NETCF-ANN-global.json
c5d2575d2e21    607B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-FLUT-MAM-global.json
42be3be94f1f    608B conda/meta.yaml
48c82577b819    608B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-Z3-500-ANN-global.json
871113cca563    608B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-U-850-MAM-global.json
aec7173dca29    608B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-U-200-JJA-global.json
f9636e25316e    608B conda/meta.yaml
445ff2415775    609B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-RESTOM-JJA-global.json
94a3c79299f1    609B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-TREFHT-DJF-global.json
9aa015381dc2    609B acme_diags/plotset5/set5basicparameter.py
de3c568c60ae    609B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-U-200-ANN-global.json
08fed3438e21    610B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-Z3-500-JJA-global.json
60f62509ac3c    610B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-NETCF-SON-global.json
6c3c010555a1    610B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-NETCF-JJA-global.json
b86bcd8debf6    610B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-PRECT-ANN-global.json
e020ccf18b27    610B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-LWCF-ANN-global.json
fbbc09a8700e    610B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-LWCF-MAM-global.json
00c762aab18f    611B conda/meta-release.yaml
31b700cccb33    611B conda/meta-release.yaml
36e55331a170    611B conda/nightly_conda_upload.sh
5fd5caba7da7    611B conda/meta-release.yaml
6a35c3830385    611B conda/meta-release.yaml
acfaaca6c381    611B conda/meta-release.yaml
bf95125c2805    611B conda/meta-release.yaml
c5cc160922c4    611B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-RESTOM-ANN-global.json
ce68251cea17    611B conda/meta-release.yaml
e1f253d650a5    611B conda/meta-release.yaml
072ba803fab4    613B Makefile
14fcd88b97f6    613B setup.py
1a86c2ce8e75    613B conda/meta.yaml
48e1dab8f79d    613B conda/meta-release.yaml
63af4e07c5da    613B conda/meta-nox.yaml
6926eadfd62d    613B Makefile
acea15076c8c    613B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-LWCF-SON-global.json
dbd78dbf4588    613B conda/meta-nox.yaml
223541999803    614B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SWCF-MAM-global.json
f9a039bd79f4    614B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SWCF-SON-global.json
60bc19168e09    615B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-PRECT-SON-global.json
6b02b8e4abcb    615B docs/Makefile
83844ebaea25    615B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SWCF-ANN-global.json
da51519b4492    615B tests/test.sh
cb72bc18d407    616B acme_diags/plotset5/set5_diags_GPCP.json
ab69fcd96bda    617B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-PRECT-DJF-global.json
bb2549ea088f    618B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-PRECT-MAM-global.json
14a67aeacccb    620B docs/html/_sources/examples.rst.txt
c401cbfa4017    621B docs/html/objects.inv
0a3ca8e8fba8    622B conda/meta-nox.yaml
bf896c40661f    622B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SWCF-DJF-global.json
4c725d2431a9    624B acme_diags/mydiags_3457cosp.pyc
63bb6d346b80    625B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-SWCF-JJA-global.json
6c3715a0c3a1    627B conda/meta-release.yaml
7a444b1db7b6    627B conda/meta-release.yaml
46142ff6c8db    628B sample_output/modTS_vs_modTS_3years/lat_lon/model_vs_model/-PRECT-JJA-global.json
0caca3ea6400    634B conda/meta-nox.yaml
4ad046bb8b85    635B acme_diags/parameter/area_mean_time_series_parameter.py
beafdfc47bb1    637B acme_diags/plotset5/example_json/set5_diags_GPCP.json
3d4999edfa61    640B acme_diags/parser/__init__.py
dfbc0cbd512b    641B docs/html/_static/comment.png
a6cc45cfbe48    642B docs/html/objects.inv
ee95fde0f374    642B build/lib/acme_diags/parameter/__init__.py
d5dfce3cabd8    645B analysis_data_preprocess/README
eacff18634d1    647B acme_diags/mydiags_v1.py
1a2a34eda691    650B conda/meta.yaml
7deb608ae826    650B conda/meta-nox.yaml
96189c014780    650B conda/meta-nox.yaml
ff1ad6e54975    650B conda/meta-nox.yaml
81af17840856    654B acme_diags/parser/__pycache__/__init__.cpython-37.pyc
971b9815ebd8    654B conda/meta.yaml
f7234762995b    656B examples/ex4-model-vs-model/diags.cfg
3b6873c871d3    657B conda/meta.yaml
61347507552f    657B conda/meta.yaml
be72fe6272b5    657B conda/meta.yaml
c03b77a97d35    657B examples/model-vs-model/mydiags.cfg
ce02d1da2f8a    657B conda/meta-old.yaml
d07fd8f42ba7    657B conda/meta.yaml
301618b192b9    660B docs/html/objects.inv
014516094b04    661B examples/model-vs-model/mydiags.cfg
2e6cc384a4ac    663B conda/meta-release.yaml
14b008ab3e93    664B acme_diags/plotset5/set5_AIRS/index.json
58d8deec49b5    669B conda/meta.yaml
a01273268998    669B acme_diags/parameter/zonal_mean_2d_parameter.py
32fae9a32ec9    670B conda/meta.yaml
0d0aade6b407    671B conda/meta-release.yaml
34b15db76045    671B conda/meta-release.yaml
34beca93975d    671B conda/meta-release.yaml
b4f9db45bf9f    671B conda/meta-release.yaml
e6c8418a083c    671B conda/meta-release.yaml
5853ba5d9a97    673B conda/meta.yaml
61faf8cab239    673B docs/html/_static/ajax-loader.gif
80dd78d3f476    673B conda/meta.yaml
8c00f228a9b0    673B conda/meta.yaml
bc223936831e    673B conda/meta.yaml
e5f4459b9fac    674B conda/meta.yaml
1905cca59cd8    675B docs/html/objects.inv
de6bb31ee794    675B conda/meta.yaml
2cb1684199af    678B acme_diags/plotset5/mydiags_derived_var.py
d483ba99d272    680B acme_diags/parameter/area_mean_time_series_parameter.py
793d8873d8fc    681B acme_diags/plotset5/set5basicparameter.py
880ddfa7439b    681B acme_diags/plotset5/set5basicparameter.py
1a60d100c76d    685B conda/meta-release.yaml
67d6af05a7c6    685B conda/meta-release.yaml
e2f8f488d05d    685B conda/meta-release.yaml
14dbedcfff58    687B acme_diags/plotset5/set5parameter.py
4493e3b61883    687B acme_diags/plotset5/set5parameter.py
6c82781ad398    689B examples/obs-vs-obs/myparams.py
9c8dee2f9c72    689B acme_diags/test_vector.py~
9fe42a9c9ccd    689B conda/meta.yaml
8fc03fccda5f    690B acme_diags/plotset5/set5parameter_lev.py
a7ba99592874    690B acme_diags/plotset5/set5parameter_lev.py
e83ea9eba48c    690B conda/meta.yaml
a05a618e8354    691B acme_diags/parameter/__pycache__/__init__.cpython-37.pyc
8031258946c7    693B conda/meta.yaml
2fa99ab90470    695B acme_diags/set4/index.json
3c8a2f0dd09f    696B acme_diags/plotset5/plot_set_5.py
cfdb3e545ba2    696B acme_diags/model_to_obs/prov/test_vector.py
f4ca263ec72f    696B conda/meta.yaml
8652b314e370    697B docs/html/objects.inv
4ed30690baae    702B sample_output/modTS_vs_modTS_3years/prov/example_for_pi_meeting.py
a008c5dfd3f6    702B acme_diags/plotset5/set5basicparameter.py
44bb9efdd7c6    703B acme_diags/parser/arm_diags_parser.py
63a55095730f    703B acme_diags/driver/default_diags/regional_mean_time_series_model_vs_obs.cfg
89de9bb1c913    704B acme_diags/plotset5/set5parameter.pyc
e0879c49a17e    704B acme_diags/plotset5/set5parameter.pyc
20d2cf119caa    706B acme_diags/plotset5/set5_WARREN/index.json
be8efd0ca37e    706B acme_diags/parameter/__init__.py
669ea5cd004a    707B conda/meta.yaml
9508c989c40a    712B acme_diags/parser/arm_diags_parser.py
632e73015b8a    713B docs/html/objects.inv
ac146bec333f    715B conda/meta.yaml
0ba230cb49e7    716B acme_diags/plotset5/set5basicparameter.py
1bcac51bc432    716B docs/html/_sources/jupyter-examples.rst.txt
0fbc78e736b9    721B acme_diags/plotset5/set5_driver.py.lprof
d9574289a5b5    722B tests/system/all_sets.py
25940b774e54    723B conda/meta.yaml
e1fce198be38    723B conda/meta.yaml
ecc3e0bd0d4a    723B conda/meta.yaml
528256a29881    724B acme_diags/parser/__init__.py
6056bb4193ce    724B docs/html/objects.inv
20c753164270    725B conda/meta.yaml
89a757fc24d4    725B .pre-commit-config.yaml
1e04e453bafd    726B acme_diags/set5/index.json
d91b0d62cc2c    728B examples/model-vs-model/myparams.py
e19de1ef67ae    728B tests/test_acme_driver.py
27964c9c6b41    730B conda/meta.yaml
3b6943f3593c    732B conda/meta.yaml
628824ed6385    732B analysis_data_preprocess/create_ISLSCPII_COMP_RUNOFF_climo.sh
469aa449a3a6    736B acme_diags/plotset5/example_json/set5_diags_SSMI.json
3d5f5924e218    737B conda/meta.yaml
d4fcce3b32aa    737B conda/meta.yaml
374dd826ae15    738B acme_diags/test_meridional_mean_2d.py~
60cf191c7c91    740B analysis_data_preprocess/create_ISLSCPII_COMP_RUNOFF_climo.sh
eae4917981e6    741B acme_diags/plotset5/set5_diags_HadISST.json
30803a72b6a2    743B conda/meta.yaml
5f71913ff295    743B conda/meta.yaml
ec988a73025d    743B conda/meta.yaml
014684dfddcc    744B conda/meta.yaml
290305953f03    744B conda/meta.yaml
5507039afdaa    744B conda/meta.yaml~
55cd6cef6730    744B conda/meta.yaml
5a5dbd10b33e    744B conda/meta.yaml
953be4f4138a    744B conda/meta.yaml
cc56af2a5846    745B tests/all_sets_nightly_model_vs_model.py
dd68abbd2a4e    745B acme_diags/parser/area_mean_time_series_parser.py
3217cb432aa9    746B examples/obs-vs-obs/myparams.py
8203aa242181    746B acme_diags/tier1b_test.json
a56c5fa67245    746B tests/all_sets_nightly_model_vs_model.py
c89c6a28c897    746B analysis_data_preprocess/create_ISLSCPII_COMP_RUNOFF_climo.sh
9f4541bc2a0a    747B acme_diags/plotset5/set5_WILLMOTT/index.json
b4ec9b24dca5    747B examples/obs-vs-obs/myparams.py
4ede0051c308    750B docs/html/objects.inv
a26276bfafb8    753B conda/meta.yaml
15e27edb12ac    756B docs/html/_static/comment-bright.png
6cd6d37029c3    756B .pre-commit-config.yaml
97d0f36176f4    756B acme_diags/plot/vcs/set3.py
f5ed34e8efdc    756B acme_diags/model_to_obs_meridional_mean/prov/test_meridional_mean_2d.py
a9738239b0c2    758B examples/model-vs-obs/myparams.py
fa6946bff0a7    763B acme_diags/plot/colormaps/rewrite_from_colorcet.py
cd5bf8e02921    771B acme_diags/plot/colormaps/rewrite_from_colorcet.py
29745d5f3e42    772B conda/meta.yaml
d1047399731c    772B acme_diags/plot/colormaps/rewrite_from_colorcet.py
2bff6df6f68c    773B acme_diags/plotset5/set5_PRECT_GPCP/index.json
3062a52bd856    776B conda/e3sm_diags_env_dev.yml
3c7cabd844b7    777B docs/html/objects.inv
314a72f6b192    780B build/lib/acme_diags/mydiags.py
0e581d62ded2    782B examples/model-vs-obs/myparams.py
35906527a67a    782B acme_diags/parser/zonal_mean_2d_parser.py
fae1e00c04d4    783B examples/model-vs-obs/myparams.py
